Company,Sector,Quarter,Speaker,Title,Role,Categories,Quantified,Sentiment,Quote
EPAM,IT Consulting & Other Services,2025Q1,Bryan Bergin,Analyst,Analyst,Uncategorized,No,0.2,"And you're attributing better performance and optimism, partly from a pickup in AI-related work."
EPAM,IT Consulting & Other Services,2025Q1,Arkadiy Dobkin,CEO and President,Executive,Uncategorized,No,0.6,I think the only specific that we would have is on the AI native portfolio that we talked about last quarter.
EPAM,IT Consulting & Other Services,2025Q1,Arkadiy Dobkin,CEO and President,Executive,Uncategorized,No,0.4,"So basically India still is the fastest growing, and we are bringing people from the market with a very specific skill set and juniors as well, because we believe that we can train better with all advances of AI impacting the SDLC process."
EPAM,IT Consulting & Other Services,2025Q1,Darrin Peller,Analyst,Analyst,Uncategorized,No,0.1,"Ark, where are we in terms of the size of average engagement on AI deals now?"
EPAM,IT Consulting & Other Services,2025Q1,Arkadiy Dobkin,CEO and President,Executive,Internal Automation,Yes,0.4,Another thing that we verify is AI what type of applications is dynamically changing as well.
EPAM,IT Consulting & Other Services,2025Q2,Arkadiy Dobkin,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",No,0.9,"I'm pleased to share that our second-quarter efforts delivered results ahead of expectations, marking another consecutive quarter of outperformance and further shaping what we believe will be our durable and truly differentiated market proposition, combining best-in-class AI native services with our"
EPAM,IT Consulting & Other Services,2025Q2,Balazs Fejes,Chief Revenue Officer,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure, Risk/Regulatory",No,0.8,"I would like to take this opportunity to walk you through some commercial and operational highlights of the quarter, the evolving market landscape, and how our AI investments across go-to-market, partnerships, client engagement, and technology are positioning us for continued sustainable growth."
EPAM,IT Consulting & Other Services,2025Q2,Jason Peterson,Chief Financial Officer,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation",Yes,0.7,"As Ark and FB mentioned, our strong results and continued sequential momentum are being driven by clients turning to EPAM for trusted quality, coupled with accelerating momentum across our AI and AI native offerings."
EPAM,IT Consulting & Other Services,2025Q2,Balazs Fejes,Chief Revenue Officer,Executive,"AI Infrastructure, Risk/Regulatory",No,0.6,"Also, most of our clients started to prepare themselves for AI adoption."
EPAM,IT Consulting & Other Services,2025Q2,Arkadiy Dobkin,CEO,Executive,"AI-Enhanced Feature, Internal Automation",No,0.4,"When there is pressure on more traditional services, including large managed service contracts on BPO, usually it goes because of automation involved and specifically today, AI-driven parts."
EPAM,IT Consulting & Other Services,2025Q2,Balazs Fejes,Chief Revenue Officer,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation",Yes,0.7,"In 2024, we launched an AI upskilling initiative for our employees, achieving participation from over 80% of our workforce."
EPAM,IT Consulting & Other Services,2025Q2,Jason Peterson,Chief Financial Officer,Executive,Uncategorized,Yes,0.4,"We are seeing an environment where clients are looking for EPAM to either take over troubled programs or to help them execute, as FB said, on foundational data or AI-related programs."
EPAM,IT Consulting & Other Services,2025Q2,Arkadiy Dobkin,CEO,Executive,Uncategorized,No,0.3,"You're basically directly asking how worried we are about the future because of AI potentially taking our jobs, correct?"
EPAM,IT Consulting & Other Services,2025Q2,Balazs Fejes,Chief Revenue Officer,Executive,Internal Automation,No,0.5,"We believe that right now, everyone still thinks that in order to really use the AI tooling, you only need senior people, but that's not a sustainable proposition."
EPAM,IT Consulting & Other Services,2025Q2,Puneet Jain,Analyst,Analyst,Uncategorized,No,0.0,Are there any differences in AI adoption across different verticals?
EPAM,IT Consulting & Other Services,2025Q2,Operator,Operator,Executive,Uncategorized,No,0.0,"And then as you include more proprietary or third-party AI solutions in your delivery, could there be a change in delivery models perhaps to a model that encourages your sales team and the account teams to include more AI models."
EPAM,IT Consulting & Other Services,2025Q2,Balazs Fejes,Chief Revenue Officer,Executive,Uncategorized,No,0.3,"It is changing as we go, and we continue to see how we can best adapt to our client needs and also be able to really capture the benefits of our AI and share those benefits with our customers."
EPAM,IT Consulting & Other Services,2025Q3,Balazs Fejes,CEO and President,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.9,"Looking at our progress year-to-date, more than 90% of EPAMers have completed their mandatory AI literacy education, and approximately 95% of our engineers have completed foundational AI education."
EPAM,IT Consulting & Other Services,2025Q3,Jason Peterson,Chief Financial Officer,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.8,"Our growth in the quarter was driven by a continued shift to quality and accelerating momentum across our AI native, data, cloud, and AI foundational initiatives."
EPAM,IT Consulting & Other Services,2025Q3,Balazs Fejes,CEO and President,Executive,Internal Automation,No,0.1,"The first was First Derivative, where we had a line of business which was in business services; that's where we really went after that acquisition with the pieces that we could automate with Agentic AI, the KYC and fin crime elements of their business."
EPAM,IT Consulting & Other Services,2025Q3,Jason Peterson,Chief Financial Officer,Executive,Uncategorized,No,0.5,"As for 2026, we believe that organic growth rates will be higher than this year, driven by AI fundamental build-outs."
EPAM,IT Consulting & Other Services,2025Q3,Balazs Fejes,CEO and President,Executive,Uncategorized,No,0.6,"Regarding AI projects, we see an evolution from proof of concepts to medium- to large-scale engagements."
EPAM,IT Consulting & Other Services,2025Q3,Balazs Fejes,CEO and President,Executive,Internal Automation,No,0.5,Introducing agentic AI capabilities to automate large-scale processes demands a thorough understanding of agentic life cycle management.
EPAM,IT Consulting & Other Services,2025Q3,Sean Kennedy,Analyst,Analyst,Uncategorized,No,0.0,I have a follow-up on the AI projects.
EPAM,IT Consulting & Other Services,2025Q3,Balazs Fejes,CEO and President,Executive,Uncategorized,No,0.6,The AI projects are not fundamentally different from non-AI projects; both require senior engineering and discipline.
EPAM,IT Consulting & Other Services,2025Q3,Antonio Jaramillo,Analyst,Analyst,Uncategorized,No,0.0,What is the growth of your GenAI-like revenue?
EPAM,IT Consulting & Other Services,2025Q3,Jason Peterson,Chief Financial Officer,Executive,AI Infrastructure,No,0.5,"It’s somewhat challenging to quantify precisely, but we have seen strong sequential improvement in revenues for GenAI native services, continuing to grow by double digits."
EPAM,IT Consulting & Other Services,2025Q3,Balazs Fejes,CEO and President,Executive,Uncategorized,No,0.7,We continue to see significant demand for AI solutions.
EQT,Oil & Gas Exploration & Production,2024Q3,Neil Mehta,Analyst,Analyst,AI Infrastructure,No,0.4,I'm interested in your current assessment of AI and data demand related to data centers.
EQT,Oil & Gas Exploration & Production,2024Q3,Toby Rice,President and Chief Executive Officer,Executive,AI Infrastructure,Yes,0.5,"Some of the real-time data that we're looking at because this is the million-dollar question is AI, people know power generation is coming."
EQT,Oil & Gas Exploration & Production,2024Q3,Dave Deckelbaum,Analyst,Analyst,AI Infrastructure,No,0.4,"As we think about AI and its commercial impact to EQT, you talked about benefiting from this directly."
EQT,Oil & Gas Exploration & Production,2025Q1,Toby Rice,President & CEO,Executive,AI Infrastructure,No,0.6,But now we've got a more bullish opportunity happening in our backyard with this AI data center thing.
EQT,Oil & Gas Exploration & Production,2025Q2,Toby Rice,President and Chief Executive Officer,Executive,"Internal Automation, AI Infrastructure",Yes,0.9,"The project has secured a partner to build a co-located data center facility to support AI infrastructure, contemplating several phases of development beginning in 2027 and ramping through 2028, providing significant upstream growth optionality for EQT to meet increasing demand."
EQT,Oil & Gas Exploration & Production,2025Q2,Toby Rice,President and Chief Executive Officer,Executive,AI Infrastructure,No,0.6,"And one of the other things that I think is important to note is the cluster effect of these AI data centers and these ecosystems, I think, will only continue to build on themselves."
EFX,Research & Consulting Services,2023Q4,Mark Begor,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.6,"By the end of 2024, we expect to have about 90% of our revenue in the new Equifax cloud with the vast majority of new models and scores being built using Equifax AI."
EFX,Research & Consulting Services,2023Q4,Mark Begor,CEO,Executive,AI Infrastructure,Yes,0.9,"We are confident that the differentiated data assets in our new single data fabric and the use of EFX AI and machine learning, combined with our leading businesses, will result in higher growth, increased margins, and greater free cash flow in the future."
EFX,Research & Consulting Services,2025Q3,Mark Begor,Chief Executive Officer,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.7,Our strategy is to transition from solely providing data and analytics to becoming an essential partner in AI-powered decision intelligence.
EFX,Research & Consulting Services,2025Q4,Mark Begor,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.7,"In 2025, with 90% of our revenue in the new Equifax cloud, we pivoted from building to leveraging the cloud and accelerating our use of AI in new products."
EFX,Research & Consulting Services,2025Q4,John Gamble,CFO,Executive,"AI-Native Product, Internal Automation",Yes,0.5,"Diversified markets revenue is expected to improve versus 2025 and grow mid-single digits year to year, benefiting from accelerating NPI, including Twin indicator and total income-based products and share gains, as they accelerate leveraging Ignite AI capabilities."
EFX,Research & Consulting Services,2025Q4,Mark Begor,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.9,"On the left side of the slide, you see our updated EFX 2028 strategic priorities, which are principally consistent with our prior framework but updated to reflect our drive to accelerate our use of AI both internally and externally to drive efficiencies and cost savings and bring new improved produc"
EFX,Research & Consulting Services,2025Q4,Jeff Meuler,Analyst,Analyst,"AI-Native Product, Internal Automation",No,0.5,"Mark, you've been front-footed on AI, both from a product and productivity perspective, and it sounds like you also have an AgenTeq AI platform in-house."
EFX,Research & Consulting Services,2025Q4,Mark Begor,CEO,Executive,"AI-Enhanced Feature, Internal Automation, Risk/Regulatory",Yes,0.6,There's substantial productivity gains of $75 million expected in the next few years from AI application in our operations.
EFX,Research & Consulting Services,2025Q4,Mark Begor,CEO,Executive,Uncategorized,Yes,0.7,"We're guiding on margin expansion of 75 basis points, reflecting the operational leverage of the business and some CI actions we’re taking, driven by AI."
EFX,Research & Consulting Services,2025Q4,Andrew Steinerman,Analyst,Analyst,Uncategorized,No,0.4,Are they utilizing more or less in terms of the value given the AI integration?
EFX,Research & Consulting Services,2025Q4,Mark Begor,CEO,Executive,Uncategorized,No,0.7,"We have a macro trend where customers are looking for more data to support their decision-making, and we are leveraging our AI to deliver these solutions, thus creating higher demand for our data."
EFX,Research & Consulting Services,2025Q4,John Gamble,CFO,Executive,Uncategorized,No,0.5,"We expect to sustain margins and growth, further benefiting from the adoption of AI advancements in our operating environment."
EFX,Research & Consulting Services,2025Q4,Mark Begor,CEO,Executive,Uncategorized,No,0.8,"To summarize, we view both our proprietary datasets and our novel AI applications as core to our growth strategy moving forward with a strong focus on enhancing our service delivery."
EQIX,Data Center REITs,2023Q1,Charles Meyers,CEO,Executive,"AI-Native Product, AI Infrastructure",Yes,0.8,"We're also seeing the unique breadth of our product portfolio across retail colo, interconnection services, xScale, and digital services resonate strongly with customers as they embrace rapidly emerging opportunities in AI."
EQIX,Data Center REITs,2023Q1,Jon Atkin,Analyst,Analyst,Uncategorized,No,0.2,And then if I can follow up on AI.
EQIX,Data Center REITs,2023Q1,Charles Meyers,CEO,Executive,"AI-Native Product, AI Infrastructure",No,0.6,"I think it's a little early to tell, but we have seen – it's interesting because ChatGPT has created a media frenzy around AI."
EQIX,Data Center REITs,2023Q1,Charles Meyers,CEO,Executive,AI Infrastructure,Yes,0.6,"And by the way, I think AI will only add fuel to that fire."
EQIX,Data Center REITs,2023Q1,Charles Meyers,CEO,Executive,Vague/Buzzword,No,0.6,"All of those probably represent some level of opportunity for us M&A, and I think as we look at some of the dynamics and opportunities in the market, including AI."
EQIX,Data Center REITs,2023Q2,Charles Meyers,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, AI Infrastructure",Yes,0.9,"These secular drivers, combined with an accelerating appetite for companies to rapidly integrate AI into their operations, are driving increased demand for data center capacity as a broad range of service providers extend and scale their global infrastructure to support the clear enterprise commitme"
EQIX,Data Center REITs,2023Q2,Ari Klein,Analyst,Analyst,Uncategorized,No,0.2,"Maybe on the AI front and as it relates to xScale, there are some exceptionally large leases being done with the vast majority of those in the U.S."
EQIX,Data Center REITs,2023Q2,Charles Meyers,CEO,Executive,AI Infrastructure,No,0.5,"AI plays a role in this change, though it's not the only factor."
EQIX,Data Center REITs,2023Q2,Jonathan Atkin,Analyst,Analyst,Uncategorized,No,0.2,"And then lastly, I wonder if you're seeing any tailwinds in segments of your cost connect business that you would attribute to AI given that you might expect a little bit of an uptick in connectivity requirements as these training models get spun up."
EQIX,Data Center REITs,2023Q2,Charles Meyers,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, AI Infrastructure",No,0.7,We have observed specific cases of interconnection supporting AI.
EQIX,Data Center REITs,2023Q2,Charles Meyers,CEO,Executive,AI Infrastructure,No,0.3,"I also believe there may be shifts in the placement of certain data center capacities, especially in hyperscale and AI training sectors, adapting to the availability of power."
EQIX,Data Center REITs,2023Q3,Charles Meyers,CEO and President,Executive,"AI-Native Product, AI-Enhanced Feature, AI Infrastructure",Yes,0.7,A recent Gartner poll found 55% of organizations are in pilot or production mode with generative AI.
EQIX,Data Center REITs,2023Q3,Keith Taylor,Chief Financial Officer,Executive,"AI-Native Product, AI Infrastructure",Yes,0.6,"As it relates to AI, sales activity discussed in Charles' remarks, the vast majority of the demand is destined for the Americas footprint."
EQIX,Data Center REITs,2023Q3,Charles Meyers,CEO and President,Executive,AI Infrastructure,No,0.8,"In closing, we continue to see strong demand as customers embrace AI and advance their digital transformation agendas with infrastructure that is more distributed, more cloud connected, and more ecosystem enabled than ever before."
EQIX,Data Center REITs,2023Q3,Matt Niknam,Analyst,Analyst,AI Infrastructure,No,0.4,"And then second question, again, we appreciate all the color on AI."
EQIX,Data Center REITs,2023Q3,Charles Meyers,CEO and President,Executive,"AI-Native Product, AI Infrastructure",Yes,0.5,"Now regarding AI, we are definitely seeing its impact."
EQIX,Data Center REITs,2023Q3,Charles Meyers,CEO and President,Executive,"Internal Automation, AI Infrastructure, Risk/Regulatory",No,0.5,Industries that are data-centric or data-intensive are focusing on digital transformation and AI.
EQIX,Data Center REITs,2023Q3,Charles Meyers,CEO and President,Executive,AI Infrastructure,No,0.4,"There is a sentiment among customers that they recognize the need to invest in digital transformation and AI, although many are still in the early stages of these efforts."
EQIX,Data Center REITs,2023Q3,Nick Del Deo,Analyst,Analyst,AI Infrastructure,No,0.4,"What do you see as the differences in AI training that encourage you to support those deployments through xScale in the US, especially considering that you previously identified the cloud opportunity as too competitive to pursue?"
EQIX,Data Center REITs,2023Q3,Charles Meyers,CEO and President,Executive,AI Infrastructure,No,0.5,"The landscape for supply and demand in the US is influenced by traditional demand as well as the growing need for hyperscale solutions, particularly for AI training."
EQIX,Data Center REITs,2025Q2,Adaire Fox-Martin,CEO and President,Executive,"AI-Native Product, Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.9,"At that time, we outlined the opportunities we see in the market across AI, hybrid and multi-cloud, and networking."
EQIX,Data Center REITs,2025Q2,Adaire Fox-Martin,CEO and President,Executive,AI Infrastructure,Yes,0.7,"As you mentioned, a very strong position for interconnection this quarter with revenues up 8% year-on-year and of course, contributing overall to the revenue of Equinix 6,200 additions, mostly focused around cloud and AI expansion opportunities with our customers."
EQIX,Data Center REITs,2025Q2,Adaire Fox-Martin,CEO and President,Executive,AI-Native Product,No,0.7,"Secondly, I think that we are seeing from our enterprise customers a larger footprint requirement as they look to embrace the opportunities for their businesses afforded by AI and its capabilities."
EQIX,Data Center REITs,2025Q2,Adaire Fox-Martin,CEO and President,Executive,"AI Infrastructure, Risk/Regulatory",No,0.7,"But as it relates to the demand for AI and AI-orientated workloads, those use cases focus around a number of topics."
EQIX,Data Center REITs,2025Q2,Adaire Fox-Martin,CEO and President,Executive,"AI-Enhanced Feature, AI Infrastructure",Yes,0.6,"Nonetheless, xScale is a vital part of our product continuum, bridging wholesale and large footprint solutions while accommodating the increasing demand in both hyperscaler and retail capacities in an AI-driven environment."
EQIX,Data Center REITs,2025Q3,Adaire Fox-Martin,CEO and President,Executive,"AI-Native Product, AI Infrastructure, Risk/Regulatory",Yes,0.8,"This volume reflects continued demand for a wide variety of latency-sensitive AI and non-AI workloads, supporting significantly increased data residency and sovereignty requirements and delivering seamless connectivity to distributed data sources."
EQIX,Data Center REITs,2025Q3,Keith Taylor,Chief Financial Officer,Executive,AI Infrastructure,Yes,0.8,"The capacity to be developed now stands at 3 gigawatts, positioning Equinix to serve the expanding market opportunity across hybrid and multi-cloud and AI."
EQIX,Data Center REITs,2025Q3,Nicholas Del Deo,Analyst,Analyst,AI Infrastructure,No,0.5,And what are you doing to actively attract AI magnets like these?
EQIX,Data Center REITs,2025Q3,Adaire Fox-Martin,CEO and President,Executive,"AI-Native Product, AI Infrastructure",No,0.7,"We also, as you mentioned, have a very strong presence in terms of AI magnets sitting inside the Equinix ecosystem."
EQIX,Data Center REITs,2025Q3,Michael Funk,Analyst,Analyst,"AI-Native Product, AI Infrastructure",No,0.5,"And then second, for you, Adaire, putting your tech hat back on, as you think about distributed AI infrastructure solution and other emerging solutions at Equinix, can you size the addressable market for us for those and how you think about it?"
EQIX,Data Center REITs,2025Q3,Adaire Fox-Martin,CEO and President,Executive,Risk/Regulatory,Yes,0.7,So I think all of this speaks to the connectivity narrative and opportunity that Equinix represents and the range of services that Equinix can provide to customers who are considering AI and non-AI-orientated workloads.
EQR,Multi-Family Residential REITs,2023Q2,Michael Manelis,COO,Executive,AI Infrastructure,Yes,0.8,"The overall sentiment in the San Francisco market indicates that the tech layoffs are mostly behind us, and there's a lot of momentum around AI, which keeps us optimistic on the continued recovery in this market."
EQR,Multi-Family Residential REITs,2024Q2,Michael Manelis,COO,Executive,"Internal Automation, AI Infrastructure",Yes,0.6,"This past quarter, we began testing a new AI resident assistant that we anticipate could handle 75% of general resident inquiries, including the ability to help residents triage basic service requests and then automatically submit those that require a visit from our service members."
EQR,Multi-Family Residential REITs,2025Q1,Michael Manelis,COO,Executive,"Internal Automation, AI Infrastructure",Yes,0.9,"Moving on to updates on innovation and automation, we are expanding our conversational AI capabilities throughout the leasing process."
EQR,Multi-Family Residential REITs,2025Q2,Michael L. Manelis,COO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.8,"Our AI leasing application pilots have reduced overall application completion time by over 50%, while significantly improving fraud detection, resident underwriting, and user satisfaction."
EQR,Multi-Family Residential REITs,2025Q2,Adam Kramer,Analyst,Analyst,Uncategorized,No,0.2,"Just wanted to ask about — there have been a few articles recently about sort of AI and sort of the impacts on, call it, entry-level sort of jobs and I think both in sort of types of employment that you would think would be disrupted by AI, but also other types of jobs as well, sort of focusing on t"
EQR,Multi-Family Residential REITs,2025Q2,Mark J. Parrell,CEO,Executive,Risk/Regulatory,No,0.3,"That's a really interesting question, and I think we're in the early innings of determining the impact of AI."
EQR,Multi-Family Residential REITs,2025Q2,James Colin Feldman,Analyst,Analyst,"AI-Native Product, Internal Automation",No,0.3,"And then you had mentioned earlier, accelerating rollout of AI across the platform."
EQR,Multi-Family Residential REITs,2025Q2,Michael L. Manelis,COO,Executive,Uncategorized,No,0.4,"So I think when you think about the innovation initiatives that we have here, right now, as we think about deploying AI within our portfolio, we're very focused on enhancing the customer experience at the same time optimizing the operations or looking for operating efficiencies."
EQR,Multi-Family Residential REITs,2025Q2,Mark J. Parrell,CEO,Executive,Internal Automation,No,0.5,"If I could just expand on that because Michael is doing such a good job with all types of technology, including AI on the operation side."
ERIE,Insurance Brokers,2023Q4,Tim NeCastro,President and CEO,Executive,"Internal Automation, AI Infrastructure",Yes,0.9,"And recently, we announced three initial startup investments, Wagmo, which offers tech-enabled pet wellness and insurance; Roots Automation, which leverages artificial intelligence to automate manual and time-consuming insurance processes; and Trust & Will, an online estate planning platform."
ERIE,Insurance Brokers,2024Q2,Tim NeCastro,President and CEO,Executive,"Internal Automation, AI Infrastructure",Yes,0.9,"At the same time, we're looking at leveraging the emerging technologies and capabilities related to artificial intelligence."
ESS,Multi-Family Residential REITs,2023Q3,Angela Kleiman,CEO,Executive,AI-Native Product,Yes,0.7,"Second, it remains to be seen how the artificial intelligence industry will grow."
ESS,Multi-Family Residential REITs,2023Q4,Angela Kleiman,CEO,Executive,AI-Native Product,Yes,0.7,"To this point, recent layoff announcements have been much smaller in scale with companies citing larger strategic plans to redirect talent and investments toward artificial intelligence projects, which we view as a long-term benefit for the West Coast."
ESS,Multi-Family Residential REITs,2024Q1,Angela Kleiman,CEO,Executive,AI-Native Product,Yes,0.7,"In the West Coast, the tech industry is a primary source of high-paying jobs, and job growth in this industry has led because of evolving business strategies as companies reallocate resources to artificial intelligence opportunities."
ESS,Multi-Family Residential REITs,2024Q1,Daniel Tricarico,Analyst,Analyst,AI-Native Product,No,0.0,Are you seeing any green shoots from AI companies starting to take office space?
ESS,Multi-Family Residential REITs,2024Q2,Angela Kleiman,President and CEO,Executive,Uncategorized,Yes,0.8,Real-time data using Placer AI shows a gradual improvement in domestic migration patterns on the West Coast.
EL,Personal Care Products,2023Q4,Fabrizio Freda,President and Chief Executive Officer,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.6,"For our brand portfolio, we have positioned ourselves to take advantage of the efficiencies and effectiveness that will be enabled by generative AI."
EL,Personal Care Products,2024Q1,Fabrizio Freda,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.4,"Lastly, we believe we can unlock meaningful cost efficiency from a combination of shorter supply chains, regionalization of our value chain, and improved forecasting accuracy enabled by our new integrated business planning process across the global operation supported by advanced AI capabilities."
EL,Personal Care Products,2025Q2,Stéphane de La Faverie,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.8,"In support of our strengths and for certain other areas of our business, we are hardwiring AI through the organization."
EL,Personal Care Products,2025Q2,Stéphane de La Faverie,CEO,Executive,"AI-Native Product, Internal Automation",No,0.5,"Hardwiring AI through the organization not only will allow us to become better in supply chain, like I highlighted, but also to use AI to better target consumers with the right assets, but the right media targeting around the world."
EL,Personal Care Products,2025Q3,Stéphane de La Faverie,President and Chief Executive Officer,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation",Yes,0.7,"Too Faced's new Rebel Rock Lash Mascara pioneered an AI-driven marketing launch, reducing the typical six-month creative process to just 16 days."
EL,Personal Care Products,2025Q4,Stéphane de la Faverie,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.7,"From personalized marketing and media optimization to agile go-to-market execution, AI has driven a 31% increase in ROI from our North America media campaigns, enabling faster decision-making and stronger real-time market responsiveness."
ES,Electric Utilities,2024Q4,John Moreira,"Executive Vice President, CFO, and Treasurer",Executive,"Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.7,"Rounding out our capital plan, our investments in technology and facilities are forecasted at $1.2 billion, including AI and cybersecurity investments, and tools to enable our employees to work more efficiently to serve customers."
EXC,Electric Utilities,2023Q2,Calvin Butler,President and CEO,Executive,"Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.6,The data center growth will only strengthen as industries increasingly rely on cloud services and AI.
EXC,Electric Utilities,2024Q1,Calvin Butler,President and Chief Executive Officer,Executive,"AI-Native Product, Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.6,"And PECO is focused on strategies to improve safety performance around motor vehicles, including a copilot program to identify and communicate passenger responsibilities for safe driving."
EXC,Electric Utilities,2024Q2,Calvin Butler,President and CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.8,"The broken investment has only accelerated as the proliferation of artificial intelligence has significantly boosted data center development, as Jeanne will discuss in her remarks."
EXC,Electric Utilities,2024Q2,Jeanne Jones,Chief Financial Officer,Executive,"AI-Enhanced Feature, AI Infrastructure, Risk/Regulatory",Yes,0.7,"This growth is driven by continued momentum around AI-driven data center demand, onshoring of energy-intensive industries, and overarching economic development, electrification, and decarbonization trends."
EXC,Electric Utilities,2024Q2,Calvin Butler,President and CEO,Executive,"AI-Enhanced Feature, AI Infrastructure",No,0.7,"In the past, it has brought huge advances in the power requirements with AI-driven data centers."
EXE,Oil & Gas Exploration & Production,2024Q1,Nitin Kumar,Analyst,Analyst,AI Infrastructure,No,-0.1,"And Nick, I have to say I was a little bit disappointed that there wasn't an obligatory slide on AI demand for and power gen demand for gas in your decks last night."
EXE,Oil & Gas Exploration & Production,2024Q1,Domenic Dell'Osso,CEO,Executive,"Internal Automation, AI Infrastructure",No,0.6,"But what has really taken hold in the last couple of months is that there is a recognition that the massive growth in demand for data centers, significantly driven by the growth in demand around AI tools, is going to put a big draw on power grids."
EXPE,"Hotels, Resorts & Cruise Lines",2023Q1,Peter Kern,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.9,"In particular, I'm excited about the power to deploy AI and machine learning to all corners of our product to enhance the customer experience and move towards our North Star of true personalization."
EXPE,"Hotels, Resorts & Cruise Lines",2023Q1,Peter Kern,CEO,Executive,Vague/Buzzword,No,0.6,We use AI to suggest the best option for each customer.
EXPE,"Hotels, Resorts & Cruise Lines",2023Q1,Peter Kern,CEO,Executive,Uncategorized,No,0.5,"The ChatGPT plug-in, which is where we have made a plug-in for their environment so that when people are searching, thinking about travel, and want to see if there are hotels near the Eiffel Tower or what flights leave from L.A."
EXPE,"Hotels, Resorts & Cruise Lines",2023Q2,Peter Kern,CEO,Executive,"AI-Native Product, AI Infrastructure",Yes,0.8,"Our single-tech strategy is designed to give all of our brands the benefit of our entire suite of product features, including our latest advancements in AI and machine learning, to personalize and enhance the customer experience."
EXPE,"Hotels, Resorts & Cruise Lines",2023Q3,Peter Kern,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.9,We continue to utilize our industry-leading AI and ML capabilities to radically improve all aspects of our traveler experience.
EXPE,"Hotels, Resorts & Cruise Lines",2023Q3,Mark Mahaney,Analyst,Analyst,Uncategorized,No,0.3,"The feature that you've had on the app for quite some time, I think, maybe on the website, too, with ChatGPT, can you just talk about what kind of traction that feature is getting and what you'd like to get out of that in the future?"
EXPE,"Hotels, Resorts & Cruise Lines",2023Q3,Peter Kern,CEO,Executive,Uncategorized,No,0.3,"There's a lot of discovery going on in the world of generative AI around prompts and how to get people into the right questions, etc."
EXPE,"Hotels, Resorts & Cruise Lines",2023Q4,Peter Kern,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.7,"That same unified front-end allows us to massively increase the breadth and impact of our test-and-learns, while our single test environment, along with machine learning and AI woven throughout the customer experience, now allows us to run many multiples of the tests we used to and call them much fa"
EXPE,"Hotels, Resorts & Cruise Lines",2023Q4,Peter Kern,CEO,Executive,Uncategorized,Yes,0.8,"It’s really machine learning and AI plumbed into essentially the entire product experience, because what that gets you is effectively a personalized experience for every customer and that's from the front end basic shopping flows as I mentioned to post-booking to CRM and everything else and the more"
EXPE,"Hotels, Resorts & Cruise Lines",2024Q4,Ariane Gorin,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.9,I'll share more color on each and then talk about how AI will help us across all three.
EXPE,"Hotels, Resorts & Cruise Lines",2024Q4,Ariane Gorin,CEO,Executive,AI-Native Product,No,0.9,AI is an accelerator for all three of these; we've only scratched the surface.
EXPE,"Hotels, Resorts & Cruise Lines",2024Q4,Scott Shankel,CFO,Executive,Uncategorized,No,0.0,"Ariane, in the prepared remarks, I think you mentioned potentially partnering in AI."
EXPE,"Hotels, Resorts & Cruise Lines",2024Q4,Ariane Gorin,CEO,Executive,"AI-Enhanced Feature, Internal Automation, AI Infrastructure",No,0.8,"I would say in AI, I would really think about it sort of in three buckets."
EXPE,"Hotels, Resorts & Cruise Lines",2025Q1,Ariane Gorin,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.6,"As I'll discuss, AI is amplifying our efforts across all three of these."
